worker_id,task_id,task_response_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Optional Comments:
7R2NKCJQNXPP,fdc1f17b-be12-4526-ac89-bc20c8e9100e,48facd6b-6ae5-4910-9a2a-379b4ce5cbab,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,1 - The source is totally unreliable,""
7R2NKCJQNXPP,fe53dee2-6ed8-43b3-8aa5-f7ccf1fc3ab3,2731b810-56de-4c7e-94d9-51e8ab483bc0,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,159,1 2,Stop Mandatory Vaccination,Lynette Kennedy,3 - The source is potentially reliable,""
NKJG9Q32MFF2,fb6ed758-d3c7-476b-9920-78631099c726,df280c30-3e7c-4dcc-8858-10fd2975d884,en-wikipedia-org_20170412T054820.conll.annot,54,1,en.wikipedia.org,Hilleman,3 - The source is potentially reliable,""
ATEZ9499929P,fc4b6ecf-5b47-4144-96cf-16aa366bd271,e67996c8-63e6-4253-8126-d7f04e19732f,Parents_20170705T132137.conll.annot,4,10 11 12 13 14 15 16 17,Parents,"Estall , of Grand Forks , North Dakota",3 - The source is potentially reliable,""
64AFFXCKWR7N,fdac7180-c9c1-4e7b-9d4c-6875d1da582b,078d372d-63f7-438f-b434-ccb6f0744263,Church-Law-&-Tax_20170707T234627.conll.annot,5,1 2 3 4 5 6,Church Law & Tax,The New York Public Health Law,4 - The source is somewhat reliable,""
7R2NKCJQNXPP,fc835cfa-4b3a-49e1-a400-0f408947dc32,be81b250-fa80-43cd-8a75-0d2f4cf3011c,VacTruth-com_20170326T020022.conll.annot,34,2 3,VacTruth.com,actual research,3 - The source is potentially reliable,""
ATEZ9499929P,fdc1f17b-be12-4526-ac89-bc20c8e9100e,b4a3c0b4-7321-48bc-a17d-dd5b6341fee7,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,3 - The source is potentially reliable,""
VHYWA473JMK3,fd9e98c1-d7e4-400b-a4e1-5ab323183506,4fef5623-1d45-4c8a-a386-4132a56c14a5,Epilepsy-Foundation_20161027T230500.conll.annot,87,48 49 50,Epilepsy Foundation,President Ronald Reagan,5 - The source is fully reliable,""
N7P6PRKRJCTQ,fdac7180-c9c1-4e7b-9d4c-6875d1da582b,d772ad50-e1be-48ad-a602-9e04bf9cd201,Church-Law-&-Tax_20170707T234627.conll.annot,5,1 2 3 4 5 6,Church Law & Tax,The New York Public Health Law,4 - The source is somewhat reliable,""
ATEZ9499929P,f5760b6b-3e77-437e-94ab-145dceaf3cfd,463f4048-c493-41be-87a3-0feb22cee419,drsuzanne-net_20170606T042830.conll.annot,87,17 18,drsuzanne.net,most grandparents,1 - The source is totally unreliable,""
7R2NKCJQNXPP,fc4b6ecf-5b47-4144-96cf-16aa366bd271,cd17e7b5-8fb1-40d8-b202-d0a989878f07,Parents_20170705T132137.conll.annot,4,10 11 12 13 14 15 16 17,Parents,"Estall , of Grand Forks , North Dakota",3 - The source is potentially reliable,""
VHYWA473JMK3,f5760b6b-3e77-437e-94ab-145dceaf3cfd,3e6d2b51-33c3-4da2-808d-eb4490341758,drsuzanne-net_20170606T042830.conll.annot,87,17 18,drsuzanne.net,most grandparents,3 - The source is potentially reliable,""
NKJG9Q32MFF2,fdc1f17b-be12-4526-ac89-bc20c8e9100e,98fb3430-5348-4a9a-aeba-6eef8cf60124,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,3 - The source is potentially reliable,""
ATEZ9499929P,fc835cfa-4b3a-49e1-a400-0f408947dc32,477c394f-0941-4060-8246-21aa0927b5d5,VacTruth-com_20170326T020022.conll.annot,34,2 3,VacTruth.com,actual research,3 - The source is potentially reliable,""
VHYWA473JMK3,fdac7180-c9c1-4e7b-9d4c-6875d1da582b,2bc81f00-b209-46f3-aa08-038d91dae99f,Church-Law-&-Tax_20170707T234627.conll.annot,5,1 2 3 4 5 6,Church Law & Tax,The New York Public Health Law,4 - The source is somewhat reliable,""
7R2NKCJQNXPP,fea4115a-2f78-47a7-877a-2de94142d639,9d641f83-4b1e-4f50-910e-cd333000e7bd,globalresearch-ca_20170312T001802.conll.annot,13,1 2 3 4 5 6,www.globalresearch.ca,CDC data published after 1985 outbreak,4 - The source is somewhat reliable,""
HQ9C62JNTQAD,f9d907a1-2547-4852-98fb-d0b26b7fc3e3,a77932f1-59aa-4c1e-a23a-34592441a110,Science-News-for-Students_20160715T223017.conll.annot,40,8 9 10 11 12,Science News for Students,this coauthor of the study,5 - The source is fully reliable,""
ATEZ9499929P,fb995255-d391-4ee9-b41a-353bac4ac91f,0ef08eee-5b9f-4ecc-be69-6099bd86a34c,dogsnaturallymagazine-com_20170804T052804.conll.annot,29,36 37,www.dogsnaturallymagazine.com,Greencross clinics,5 - The source is fully reliable,""
NKJG9Q32MFF2,fe53dee2-6ed8-43b3-8aa5-f7ccf1fc3ab3,5ac12d5a-97c8-413b-b9d3-ea2f09618935,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,159,1 2,Stop Mandatory Vaccination,Lynette Kennedy,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,fd9abb2d-a620-47af-8a05-7781639e4e85,ff76a017-94c8-415a-9a8a-4120f941a9a2,Voices-For-Vaccines_20161129T121825.conll.annot,13,1 2 3,Voices For Vaccines,Most practice guidelines,1 - The source is totally unreliable,""
VHYWA473JMK3,fc4b6ecf-5b47-4144-96cf-16aa366bd271,6bd9a668-876d-44d1-b956-4008fef715cf,Parents_20170705T132137.conll.annot,4,10 11 12 13 14 15 16 17,Parents,"Estall , of Grand Forks , North Dakota",2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,fdc1f17b-be12-4526-ac89-bc20c8e9100e,acd0bd4c-6919-4760-9724-cbede9fd3745,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,2 - The source is somewhat unreliable,""
7R2NKCJQNXPP,fd9e98c1-d7e4-400b-a4e1-5ab323183506,44957519-bf8f-45ef-943a-369478bddf2d,Epilepsy-Foundation_20161027T230500.conll.annot,87,48 49 50,Epilepsy Foundation,President Ronald Reagan,4 - The source is somewhat reliable,""
VHYWA473JMK3,fdc1f17b-be12-4526-ac89-bc20c8e9100e,cd6b91d6-182d-4b1b-a2c4-aa8ba64eede7,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,3 - The source is potentially reliable,""
ATEZ9499929P,fb6ed758-d3c7-476b-9920-78631099c726,faf4dd84-86b8-434a-b4f5-2bbdad43155b,en-wikipedia-org_20170412T054820.conll.annot,54,1,en.wikipedia.org,Hilleman,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,fe311cf8-f715-4be6-9a6d-80c753d2578c,eae6222e-99c7-48c2-a43c-f2c7a4ee62d6,Scientific-American_20170112T025035.conll.annot,49,7 8 9 10 11 12 13 14 15,Scientific American,more than a fifth of the 534 surveyed physicians,3 - The source is potentially reliable,""
VHYWA473JMK3,fe53dee2-6ed8-43b3-8aa5-f7ccf1fc3ab3,58ad559f-f54c-4727-a90f-ad89226c74c3,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,159,1 2,Stop Mandatory Vaccination,Lynette Kennedy,2 - The source is somewhat unreliable,""
ATEZ9499929P,fe311cf8-f715-4be6-9a6d-80c753d2578c,341fd84b-0787-4dd0-8a0b-c12744164079,Scientific-American_20170112T025035.conll.annot,49,7 8 9 10 11 12 13 14 15,Scientific American,more than a fifth of the 534 surveyed physicians,5 - The source is fully reliable,""
N7P6PRKRJCTQ,f90538d6-e27a-4aa9-a3cf-656043e2e818,3f3a88e0-b59a-4ac4-96f2-b6b69c378728,Scientific-American_20170112T025035.conll.annot,25,13 14 15 16 17 18 19 20 21 22 23 24 25,Scientific American,"Paul Offit , a pediatrics professor at The Children ’s Hospital of Philadelphia",4 - The source is somewhat reliable,""
64AFFXCKWR7N,fd9abb2d-a620-47af-8a05-7781639e4e85,d8e8450c-0b17-4ce7-8efb-cab63ec5aa19,Voices-For-Vaccines_20161129T121825.conll.annot,13,1 2 3,Voices For Vaccines,Most practice guidelines,2 - The source is somewhat unreliable,""
ATEZ9499929P,fb57a8a7-5568-4615-9615-87071aab1a0e,a15103cb-c288-499c-a113-c1be3beaa398,the-Guardian_20160416T111806.conll.annot,53,1,the Guardian,Henney,2 - The source is somewhat unreliable,""
7R2NKCJQNXPP,fb57a8a7-5568-4615-9615-87071aab1a0e,a43a0848-3088-4452-8ce8-fbf848cb3746,the-Guardian_20160416T111806.conll.annot,53,1,the Guardian,Henney,2 - The source is somewhat unreliable,""
VHYWA473JMK3,fea4115a-2f78-47a7-877a-2de94142d639,22c4e1d6-c3e7-4d04-8de7-3f113b9356f7,globalresearch-ca_20170312T001802.conll.annot,13,1 2 3 4 5 6,www.globalresearch.ca,CDC data published after 1985 outbreak,4 - The source is somewhat reliable,""
ATEZ9499929P,de135448-fc8a-433d-831d-66d336b71bff,bab4c2ed-0aed-41b7-90c5-bf61e4d19f08,Child-Health-Safety_20170626T115833.conll.annot,274,10 11 12,________________Child Health Safety_________________,James D Cole,3 - The source is potentially reliable,""
VHYWA473JMK3,fb6ed758-d3c7-476b-9920-78631099c726,f3172c2e-c9b8-4bde-bd0b-97f0c998127c,en-wikipedia-org_20170412T054820.conll.annot,54,1,en.wikipedia.org,Hilleman,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,fbe57e50-def0-4444-b1d7-fc1755b5d048,8a69a2a2-14b8-4bc1-a16f-cb3d5568ea81,The-People's-Chemist_20170219T051704.conll.annot,100,7 8,The People's Chemist,Parenting Magazine,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,fe53dee2-6ed8-43b3-8aa5-f7ccf1fc3ab3,e433e153-3a95-4529-985f-7eb254f621c8,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,159,1 2,Stop Mandatory Vaccination,Lynette Kennedy,1 - The source is totally unreliable,""
ATEZ9499929P,fdac7180-c9c1-4e7b-9d4c-6875d1da582b,093406c8-f7ec-4d2b-bfbb-c15b4e0b629e,Church-Law-&-Tax_20170707T234627.conll.annot,5,1 2 3 4 5 6,Church Law & Tax,The New York Public Health Law,5 - The source is fully reliable,""
7R2NKCJQNXPP,fb6ed758-d3c7-476b-9920-78631099c726,aa3fc933-53a4-4509-b3e4-d718c5697e16,en-wikipedia-org_20170412T054820.conll.annot,54,1,en.wikipedia.org,Hilleman,3 - The source is potentially reliable,""
ATEZ9499929P,fd9e98c1-d7e4-400b-a4e1-5ab323183506,67a1e022-7dc0-4d8a-9d2b-acc1be7d04bb,Epilepsy-Foundation_20161027T230500.conll.annot,87,48 49 50,Epilepsy Foundation,President Ronald Reagan,5 - The source is fully reliable,""
ATEZ9499929P,f90538d6-e27a-4aa9-a3cf-656043e2e818,522b268f-0af2-4ad5-9234-7ddbaa64a07c,Scientific-American_20170112T025035.conll.annot,25,13 14 15 16 17 18 19 20 21 22 23 24 25,Scientific American,"Paul Offit , a pediatrics professor at The Children ’s Hospital of Philadelphia",5 - The source is fully reliable,""
N7P6PRKRJCTQ,fd9e98c1-d7e4-400b-a4e1-5ab323183506,2539d24b-839a-4743-915c-c1f841b2e323,Epilepsy-Foundation_20161027T230500.conll.annot,87,48 49 50,Epilepsy Foundation,President Ronald Reagan,5 - The source is fully reliable,""
ATEZ9499929P,f9d907a1-2547-4852-98fb-d0b26b7fc3e3,575a8f08-8eca-4a3a-b413-1af88576676c,Science-News-for-Students_20160715T223017.conll.annot,40,8 9 10 11 12,Science News for Students,this coauthor of the study,3 - The source is potentially reliable,""
VHYWA473JMK3,fb57a8a7-5568-4615-9615-87071aab1a0e,64d88f33-272e-4c32-86bf-3a73a5ec9919,the-Guardian_20160416T111806.conll.annot,53,1,the Guardian,Henney,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,fb995255-d391-4ee9-b41a-353bac4ac91f,6d9c0836-535f-499c-9c49-fd8a868ae9a2,dogsnaturallymagazine-com_20170804T052804.conll.annot,29,36 37,www.dogsnaturallymagazine.com,Greencross clinics,2 - The source is somewhat unreliable,""
VHYWA473JMK3,fe311cf8-f715-4be6-9a6d-80c753d2578c,a73806c5-2b16-4b27-9953-f9cf7835a561,Scientific-American_20170112T025035.conll.annot,49,7 8 9 10 11 12 13 14 15,Scientific American,more than a fifth of the 534 surveyed physicians,3 - The source is potentially reliable,""
CEHXHWFAVDAD,fd9abb2d-a620-47af-8a05-7781639e4e85,3f966ba1-f4af-47d6-9216-83a9c7463be9,Voices-For-Vaccines_20161129T121825.conll.annot,13,1 2 3,Voices For Vaccines,Most practice guidelines,2 - The source is somewhat unreliable,""
VHYWA473JMK3,fd9abb2d-a620-47af-8a05-7781639e4e85,64893764-7d76-44be-8589-a5c22f68ccb8,Voices-For-Vaccines_20161129T121825.conll.annot,13,1 2 3,Voices For Vaccines,Most practice guidelines,3 - The source is potentially reliable,""
VHYWA473JMK3,ce9df88d-b014-44df-b9f1-69debfd94fbe,25f42ffe-1463-41f4-8ae3-64b98f1811f6,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,29,8 9,Stop Mandatory Vaccination,Joann Ciccone-fariello,2 - The source is somewhat unreliable,""
VHYWA473JMK3,fd01797c-8a58-4cdf-aa2d-587bf1f8854d,d1cc23f0-dc6a-4439-8953-5b52023cdc6b,Skeptical-Raptor_20170628T161832.conll.annot,309,55,Skeptical Raptor,God,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,fd01797c-8a58-4cdf-aa2d-587bf1f8854d,9e0fde15-54e2-4c63-8fd3-f0d63c586c6e,Skeptical-Raptor_20170628T161832.conll.annot,309,55,Skeptical Raptor,God,1 - The source is totally unreliable,""
VHYWA473JMK3,fc835cfa-4b3a-49e1-a400-0f408947dc32,fb2f065d-4da1-481e-a50a-e792952dc25f,VacTruth-com_20170326T020022.conll.annot,34,2 3,VacTruth.com,actual research,3 - The source is potentially reliable,""
ATEZ9499929P,f746fbaa-d367-4108-9944-dbeb41715f15,b38046bc-42ea-490b-86b1-208722fff6c4,uptodate-com_20161125T164528.conll.annot,165,1 2,www.uptodate.com,Expert groups,2 - The source is somewhat unreliable,""
NKJG9Q32MFF2,f746fbaa-d367-4108-9944-dbeb41715f15,dadd7384-a2d0-43a0-aab6-abf088a7d84e,uptodate-com_20161125T164528.conll.annot,165,1 2,www.uptodate.com,Expert groups,2 - The source is somewhat unreliable,""
VHYWA473JMK3,fbe57e50-def0-4444-b1d7-fc1755b5d048,29437ee7-1688-4fce-9f8b-6d8909cb443a,The-People's-Chemist_20170219T051704.conll.annot,100,7 8,The People's Chemist,Parenting Magazine,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,fb6ed758-d3c7-476b-9920-78631099c726,7155f9e8-d141-454c-9f5c-c743024aee07,en-wikipedia-org_20170412T054820.conll.annot,54,1,en.wikipedia.org,Hilleman,1 - The source is totally unreliable,""
64AFFXCKWR7N,fc835cfa-4b3a-49e1-a400-0f408947dc32,411aaad8-8588-404a-a6c4-3266b42cc8c5,VacTruth-com_20170326T020022.conll.annot,34,2 3,VacTruth.com,actual research,1 - The source is totally unreliable,""
VHYWA473JMK3,f9d907a1-2547-4852-98fb-d0b26b7fc3e3,e37e1def-3993-4549-afec-c2f2aeae042f,Science-News-for-Students_20160715T223017.conll.annot,40,8 9 10 11 12,Science News for Students,this coauthor of the study,3 - The source is potentially reliable,""
CEHXHWFAVDAD,f9d7a0e2-2434-4d54-ad34-4ba25dc239bf,7bd6bc98-2fec-419d-a60a-5f4ceaa4e8d3,drsuzanne-net_20170606T042830.conll.annot,1,37 38 39 40 41,drsuzanne.net,most of the medical profession,2 - The source is somewhat unreliable,""
VHYWA473JMK3,f739a9b4-f6a7-4c83-bebc-f0e13797710d,9cf33d59-9fe6-48c0-9c71-71baaf016925,Ars-Technica_20171003T014942.conll.annot,13,6 7,Ars Technica,the researchers,3 - The source is potentially reliable,""
CEHXHWFAVDAD,fd01797c-8a58-4cdf-aa2d-587bf1f8854d,85c16fb2-e0a8-4a6b-8957-deb40f5293ea,Skeptical-Raptor_20170628T161832.conll.annot,309,55,Skeptical Raptor,God,1 - The source is totally unreliable,""
VHYWA473JMK3,f9d7a0e2-2434-4d54-ad34-4ba25dc239bf,ecf35b84-1445-4ba3-ad76-8e302b89cb05,drsuzanne-net_20170606T042830.conll.annot,1,37 38 39 40 41,drsuzanne.net,most of the medical profession,3 - The source is potentially reliable,""
CEHXHWFAVDAD,fbe57e50-def0-4444-b1d7-fc1755b5d048,a5bd4a2f-b5e1-493e-a0f9-a99633053ac4,The-People's-Chemist_20170219T051704.conll.annot,100,7 8,The People's Chemist,Parenting Magazine,3 - The source is potentially reliable,""
NKJG9Q32MFF2,fb995255-d391-4ee9-b41a-353bac4ac91f,2ca6fcbc-4a91-4ef0-8776-ab0d41743c53,dogsnaturallymagazine-com_20170804T052804.conll.annot,29,36 37,www.dogsnaturallymagazine.com,Greencross clinics,3 - The source is potentially reliable,""
CEHXHWFAVDAD,fb995255-d391-4ee9-b41a-353bac4ac91f,5b4b1e01-3775-4a9a-b3f6-85328424a63f,dogsnaturallymagazine-com_20170804T052804.conll.annot,29,36 37,www.dogsnaturallymagazine.com,Greencross clinics,3 - The source is potentially reliable,""
VHYWA473JMK3,f94cf9a4-6c56-4c81-aae3-0c6c01259f0f,8596b57f-5357-498a-8869-a753ecb206d4,health-gov-on-ca_20170109T215856.conll.annot,2,1 2 3 4 5 6 7 8 9 10 11,www.health.gov.on.ca,The Canadian Paediatric Society and the National Advisory Committee on Immunization,5 - The source is fully reliable,""
N7P6PRKRJCTQ,f94cf9a4-6c56-4c81-aae3-0c6c01259f0f,35b91dfc-e67c-4616-840b-505fdbc3c7cd,health-gov-on-ca_20170109T215856.conll.annot,2,1 2 3 4 5 6 7 8 9 10 11,www.health.gov.on.ca,The Canadian Paediatric Society and the National Advisory Committee on Immunization,5 - The source is fully reliable,""
CEHXHWFAVDAD,f58275f8-ab8c-4a8b-ba40-9bc654bb7df5,aab02671-a768-48d4-9234-5e3eaf944140,Scientific-American_20170506T132335.conll.annot,15,2 3,Scientific American,the parents,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,f739a9b4-f6a7-4c83-bebc-f0e13797710d,c2cc30dd-a34f-43df-8c0c-9f79c7b2e440,Ars-Technica_20171003T014942.conll.annot,13,6 7,Ars Technica,the researchers,3 - The source is potentially reliable,""
NKJG9Q32MFF2,f58275f8-ab8c-4a8b-ba40-9bc654bb7df5,4d5d14e8-a053-4814-91e6-c62fc6d1e1d5,Scientific-American_20170506T132335.conll.annot,15,2 3,Scientific American,the parents,4 - The source is somewhat reliable,""
CEHXHWFAVDAD,f9d907a1-2547-4852-98fb-d0b26b7fc3e3,6b53f7e8-d2ab-43ad-ab07-2c0ec4eaddec,Science-News-for-Students_20160715T223017.conll.annot,40,8 9 10 11 12,Science News for Students,this coauthor of the study,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f07739c8-c56c-44ea-a223-5db22582b4ed,67dd6365-7175-4d0d-af35-4118b5504587,sharylattkisson-com_20171001T192931.conll.annot,32,7 8 9 10 11 12 13 14 15 16 17 18,sharylattkisson.com,a serology study by the College of Pharmacy at University of Michigan,2 - The source is somewhat unreliable,""
64AFFXCKWR7N,fd01797c-8a58-4cdf-aa2d-587bf1f8854d,9f6ec725-437c-4054-9ebd-96c5d64897df,Skeptical-Raptor_20170628T161832.conll.annot,309,55,Skeptical Raptor,God,2 - The source is somewhat unreliable,""
CEHXHWFAVDAD,f94cf9a4-6c56-4c81-aae3-0c6c01259f0f,5b1494a0-47f5-4180-8997-d2a98f27df72,health-gov-on-ca_20170109T215856.conll.annot,2,1 2 3 4 5 6 7 8 9 10 11,www.health.gov.on.ca,The Canadian Paediatric Society and the National Advisory Committee on Immunization,5 - The source is fully reliable,""
N7P6PRKRJCTQ,f5760b6b-3e77-437e-94ab-145dceaf3cfd,1d8cf518-ff03-4624-a754-46a84235f95e,drsuzanne-net_20170606T042830.conll.annot,87,17 18,drsuzanne.net,most grandparents,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,f029f11d-0411-41dd-bc71-5c8fa7fba84c,edf5acec-5fff-4f3e-8296-76d1e8305fde,en-wikipedia-org_20170318T104602.conll.annot,46,4 5 6 7 8 9 10 11 12,en.wikipedia.org,"Holwell 's use of the word \"" animalculae \""",1 - The source is totally unreliable,""
N7P6PRKRJCTQ,fb57a8a7-5568-4615-9615-87071aab1a0e,1b27b03f-c18f-4e96-a130-cc7a71bfbd8c,the-Guardian_20160416T111806.conll.annot,53,1,the Guardian,Henney,2 - The source is somewhat unreliable,""
NKJG9Q32MFF2,fbe57e50-def0-4444-b1d7-fc1755b5d048,71a76dd1-7984-4018-a509-99179bdf33d2,The-People's-Chemist_20170219T051704.conll.annot,100,7 8,The People's Chemist,Parenting Magazine,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f9d7a0e2-2434-4d54-ad34-4ba25dc239bf,94a1fbaa-33d3-481f-b52f-e3db64483045,drsuzanne-net_20170606T042830.conll.annot,1,37 38 39 40 41,drsuzanne.net,most of the medical profession,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,f3c1758a-fb06-4283-bced-1bc7c099b222,5183a8f7-e71c-492d-88a2-9ac2726be6a2,nature-com_20170423T083747.conll.annot,101,1,www.nature.com,Researchers,2 - The source is somewhat unreliable,""
CP3ZZJMQTTK6,f94cf9a4-6c56-4c81-aae3-0c6c01259f0f,ff445ab0-c100-478e-b957-0e566dd0c1f9,health-gov-on-ca_20170109T215856.conll.annot,2,1 2 3 4 5 6 7 8 9 10 11,www.health.gov.on.ca,The Canadian Paediatric Society and the National Advisory Committee on Immunization,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f93aefb8-691f-4d29-83c2-d3ba2d58c6b4,b209c065-5a51-491a-a684-a35f5f610747,NaturalNews_20170628T201245.conll.annot,22,1 2 3 4 5 6 7 8 9 10,NaturalNews,The Office of Medical and Scientific Justice ( OMSJ ),3 - The source is potentially reliable,""
CP3ZZJMQTTK6,f68ad2fc-a508-4b63-887b-c8fc9fcfc0dd,11c8c249-9a33-4ce9-bfce-e73fa956d3e7,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,f10c3a27-f4d1-41e3-a752-bf9077765fdd,6ae2d502-58ef-4d2e-8183-4a36d2a68113,wonkette-com_20160919T234256.conll.annot,1,6,wonkette.com,science,2 - The source is somewhat unreliable,""
NKJG9Q32MFF2,f90538d6-e27a-4aa9-a3cf-656043e2e818,1a0c6548-5c8c-43f3-978e-f98a523c8767,Scientific-American_20170112T025035.conll.annot,25,13 14 15 16 17 18 19 20 21 22 23 24 25,Scientific American,"Paul Offit , a pediatrics professor at The Children ’s Hospital of Philadelphia",5 - The source is fully reliable,""
N7P6PRKRJCTQ,f58275f8-ab8c-4a8b-ba40-9bc654bb7df5,80eca48f-dd40-456a-8b4e-b6baee1cc615,Scientific-American_20170506T132335.conll.annot,15,2 3,Scientific American,the parents,2 - The source is somewhat unreliable,""
CP3ZZJMQTTK6,f93aefb8-691f-4d29-83c2-d3ba2d58c6b4,a1c88cd9-3311-4b76-98e7-59a84d021655,NaturalNews_20170628T201245.conll.annot,22,1 2 3 4 5 6 7 8 9 10,NaturalNews,The Office of Medical and Scientific Justice ( OMSJ ),3 - The source is potentially reliable,""
64AFFXCKWR7N,f739a9b4-f6a7-4c83-bebc-f0e13797710d,1067ddc4-2b00-4b31-bfab-cbc1e1d81030,Ars-Technica_20171003T014942.conll.annot,13,6 7,Ars Technica,the researchers,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,c165ab83-43ef-45b8-8921-b363a96ac36e,0c9a29ad-e430-4f43-b4da-fb6232e7064d,thinktwice-com_20170627T191857.conll.annot,1,51 52 53,www.thinktwice.com,a firsthand report,1 - The source is totally unreliable,""
CP3ZZJMQTTK6,f746fbaa-d367-4108-9944-dbeb41715f15,71794a9d-7afe-4e45-811a-62c1f43aa79d,uptodate-com_20161125T164528.conll.annot,165,1 2,www.uptodate.com,Expert groups,3 - The source is potentially reliable,""
NKJG9Q32MFF2,f93aefb8-691f-4d29-83c2-d3ba2d58c6b4,ed0643c0-3c12-424a-a32f-54deb59815e0,NaturalNews_20170628T201245.conll.annot,22,1 2 3 4 5 6 7 8 9 10,NaturalNews,The Office of Medical and Scientific Justice ( OMSJ ),3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f68ad2fc-a508-4b63-887b-c8fc9fcfc0dd,74162670-117e-4389-bfc2-24184c86fb2f,SELF_20170611T091338.conll.annot,1,12 13,SELF,the state,2 - The source is somewhat unreliable,""
NKJG9Q32MFF2,f739a9b4-f6a7-4c83-bebc-f0e13797710d,b973e27a-1716-45a2-bd0c-d700ac4a462b,Ars-Technica_20171003T014942.conll.annot,13,6 7,Ars Technica,the researchers,3 - The source is potentially reliable,""
