worker_id,task_id,task_response_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Optional Comments:
HQ9C62JNTQAD,f77caf56-7e9b-4712-8ee9-aa9b527fc54b,87f6cdbe-8597-4bcc-ba27-524b7a34786d,fodors-com_20161027T194550.conll.annot,15,1 2,www.fodors.com,Your doctor,4 - The source is somewhat reliable,""
HQ9C62JNTQAD,fb5020f1-5176-4e27-9fa1-6505f558ff0a,97e93b1e-e607-4947-a411-b68ea166ea61,WebMD_20160925T143503.conll.annot,14,1,WebMD,Offit,4 - The source is somewhat reliable,""
XKEQPPFJWHY9,fc4bfadb-2f28-4cac-a89e-7f1512ef32ff,2e8ff921-ccd6-446d-811e-c8a5783b53d0,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,I don't know.,""
HQ9C62JNTQAD,fc3fadbe-050a-492b-bc7a-db80102bd1e5,1b59908e-ee3f-45e1-943b-39abf3a64b0b,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,4 - The source is somewhat reliable,""
XKEQPPFJWHY9,ffa87910-146b-4235-92ec-2367e24dd3b5,06eef568-fe29-40da-83b5-078b2396144f,sharylattkisson-com_20171001T192931.conll.annot,11,1 2,sharylattkisson.com,Many Studies,3 - The source is potentially reliable,""
XKEQPPFJWHY9,f4d91388-4c46-46e6-9bc8-c042ab004b7f,5492e869-9116-47b6-a8af-30697b0b81ad,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,4 - The source is somewhat reliable,""
HQ9C62JNTQAD,faa987ee-ad30-4fb3-9aaa-bf7b1fa136b5,ac2d3949-4390-4fd4-8926-99df2c275d73,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",5 - The source is fully reliable,""
HQ9C62JNTQAD,f26b5014-5b56-4dcd-a57a-0a28fc8baf7d,d9605a7f-5824-4544-94ee-c80f29efeed5,reasonable-hank_20170912T094538.conll.annot,27,357,reasonable hank,Tommey,5 - The source is fully reliable,""
XKEQPPFJWHY9,fb5020f1-5176-4e27-9fa1-6505f558ff0a,5dcd2eb3-059e-4451-8e3f-5c5d31a09819,WebMD_20160925T143503.conll.annot,14,1,WebMD,Offit,I don't know.,""
KYCREDER4Y7Y,fd4e7d10-ea88-440c-8d30-7f7d386803aa,58e287e9-ac49-4a7c-8a8b-4638d1ea60db,State-of-Health_20160131T151029.conll.annot,22,1,State of Health,Majumder,4 - The source is somewhat reliable,""
XKEQPPFJWHY9,fd587e51-cffa-4b17-a0fa-4d9b1fcf0c39,4be8b8bd-bd37-4fc4-8a04-d40f4954a67d,thinktwice-com_20170627T191857.conll.annot,420,13,www.thinktwice.com,authorities,4 - The source is somewhat reliable,""
HQ9C62JNTQAD,fde35910-cf2a-47dd-a1cf-1677ac58cd7f,0878d207-4d62-4e32-bdc5-f302a4a5758e,Science-News_20170517T164904.conll.annot,138,11 12 13 14 15 16 17,Science News,"Margaret Chan , WHO ’s director-general ,",5 - The source is fully reliable,""
XKEQPPFJWHY9,f991af84-7d68-4b81-b965-81b0c5365bb6,201e7280-0ac6-46c0-92fb-2c2ff34fca08,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,155,1 2,Stop Mandatory Vaccination,Scarlet Howell,I don't know.,""
HQ9C62JNTQAD,fc4bfadb-2f28-4cac-a89e-7f1512ef32ff,2a2f7079-f10f-4cc4-89f4-2070e7ec0df1,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,1 - The source is totally unreliable,""
XKEQPPFJWHY9,f7c5433d-932f-48c9-afd2-5543718466fe,7184c0c0-890e-4f39-be0b-a47e7c8832b7,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,I don't know.,""
ATEZ9499929P,ffa87910-146b-4235-92ec-2367e24dd3b5,35af91f0-2c8a-41fd-929e-b1ddfcbfd1ac,sharylattkisson-com_20171001T192931.conll.annot,11,1 2,sharylattkisson.com,Many Studies,1 - The source is totally unreliable,""
ATEZ9499929P,f2215939-ab50-4d75-83bd-7c103e685568,62bd428e-f7d0-470a-90d0-a3ceb4c45274,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,""
ATEZ9499929P,f6c24134-cb83-4f7a-bda8-ca221a65f73f,20f86479-3b1b-4369-8014-d1546e95190a,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",5 - The source is fully reliable,""
ATEZ9499929P,fd4e7d10-ea88-440c-8d30-7f7d386803aa,0368f0de-eca5-4b43-9da7-b5369087b7b6,State-of-Health_20160131T151029.conll.annot,22,1,State of Health,Majumder,3 - The source is potentially reliable,""
ATEZ9499929P,fd587e51-cffa-4b17-a0fa-4d9b1fcf0c39,5d7ee93c-9967-4923-b63a-735d608882b4,thinktwice-com_20170627T191857.conll.annot,420,13,www.thinktwice.com,authorities,4 - The source is somewhat reliable,""
ATEZ9499929P,f77caf56-7e9b-4712-8ee9-aa9b527fc54b,8e580654-c74e-4bae-93eb-fd9e679fbe1d,fodors-com_20161027T194550.conll.annot,15,1 2,www.fodors.com,Your doctor,3 - The source is potentially reliable,""
ATEZ9499929P,fea69816-66e3-4edf-81bd-cc96c8c0e600,0873585c-4ac8-4fe3-8079-0d9176400108,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,22,1 2,Banning-Beaumont CA Patch,The CDC,5 - The source is fully reliable,""
ATEZ9499929P,fde35910-cf2a-47dd-a1cf-1677ac58cd7f,63f43bb7-e6fc-4055-b4ce-7d35a85f020c,Science-News_20170517T164904.conll.annot,138,11 12 13 14 15 16 17,Science News,"Margaret Chan , WHO ’s director-general ,",5 - The source is fully reliable,""
XKEQPPFJWHY9,f924819d-08df-49c1-823d-9afc39d6a84b,8a3c90e5-096d-4c69-9cb1-a648be64108f,Kelly-Brogan-MD_20170813T110455.conll.annot,19,1 2 3 4 5 6 7 8,Kelly Brogan MD,Assessments of prevalence pre and post vaccine introduction,4 - The source is somewhat reliable,""
ATEZ9499929P,fc3fadbe-050a-492b-bc7a-db80102bd1e5,d3139f4f-bdf2-4238-adbc-47c79d612fea,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,""
ATEZ9499929P,fb5020f1-5176-4e27-9fa1-6505f558ff0a,b27c95d0-0f9f-4fde-aed3-5ff987a285f4,WebMD_20160925T143503.conll.annot,14,1,WebMD,Offit,3 - The source is potentially reliable,""
ATEZ9499929P,fa2ae5ba-b716-4c16-83e5-80579933ebaf,2fd0ac1f-6593-4732-a399-9f7fee16e787,AGE-OF-AUTISM_20170620T044415.conll.annot,268,16 17,AGE OF AUTISM,the complaint,2 - The source is somewhat unreliable,""
HQ9C62JNTQAD,ef5fde58-e1d7-435a-b546-3ebb7b612427,7dc15ab0-458a-4709-ada8-376245349813,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,1 - The source is totally unreliable,""
ATEZ9499929P,f7c5433d-932f-48c9-afd2-5543718466fe,0e18ba14-0ec4-4e06-b988-d82a2c44f2c8,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,2 - The source is somewhat unreliable,""
ATEZ9499929P,fc4bfadb-2f28-4cac-a89e-7f1512ef32ff,614204d7-dbc4-410b-94fc-00a80abc6dfb,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,2 - The source is somewhat unreliable,""
ATEZ9499929P,f273b00b-7ef7-4281-9700-f60a4910a264,b687f2c0-40ae-45b4-ae5e-423aaef315da,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,5 - The source is fully reliable,""
KYCREDER4Y7Y,f924819d-08df-49c1-823d-9afc39d6a84b,4ba1b3c2-d923-4df2-b529-786b6434c6d0,Kelly-Brogan-MD_20170813T110455.conll.annot,19,1 2 3 4 5 6 7 8,Kelly Brogan MD,Assessments of prevalence pre and post vaccine introduction,1 - The source is totally unreliable,""
XKEQPPFJWHY9,fa2ae5ba-b716-4c16-83e5-80579933ebaf,d3b08e97-f962-4f74-a084-6b4c7c9d8329,AGE-OF-AUTISM_20170620T044415.conll.annot,268,16 17,AGE OF AUTISM,the complaint,2 - The source is somewhat unreliable,""
ATEZ9499929P,fcceea73-6972-4f47-8895-6ada8b32dbe5,5b331184-d91c-44dd-8048-2b2c61667f28,Modern-Alternative-Health_20170627T011209.conll.annot,7,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,Modern Alternative Health,"Your pediatrician and his handy marketing piece , the Vaccine Information Statement ( VIS ) ,",5 - The source is fully reliable,""
DQF4H44Q9Y7G,fd4e7d10-ea88-440c-8d30-7f7d386803aa,193c3e47-0c3c-4df2-b7c4-2d43a89acdd7,State-of-Health_20160131T151029.conll.annot,22,1,State of Health,Majumder,3 - The source is potentially reliable,""
ATEZ9499929P,f991af84-7d68-4b81-b965-81b0c5365bb6,14ba93fc-6756-4941-bfb3-8ace26f62ba5,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,155,1 2,Stop Mandatory Vaccination,Scarlet Howell,1 - The source is totally unreliable,""
ATEZ9499929P,f86e71b0-8487-4781-a2cc-f65ff8f1c0e7,a20843b0-2d61-475b-afc6-b97c1d0f4e62,fodors-com_20161027T194550.conll.annot,8,20 21 22 23 24,www.fodors.com,their ' travel clinic ',3 - The source is potentially reliable,""
DQF4H44Q9Y7G,fc3fadbe-050a-492b-bc7a-db80102bd1e5,e2a56e78-641b-473e-ac00-a0696370208e,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,""
CP3ZZJMQTTK6,f86e71b0-8487-4781-a2cc-f65ff8f1c0e7,072a1d41-ef38-4df8-a684-30dc85850cdc,fodors-com_20161027T194550.conll.annot,8,20 21 22 23 24,www.fodors.com,their ' travel clinic ',4 - The source is somewhat reliable,""
ATEZ9499929P,f924819d-08df-49c1-823d-9afc39d6a84b,dbd4465a-ea2f-43fd-9f57-d2a6bca6fbfa,Kelly-Brogan-MD_20170813T110455.conll.annot,19,1 2 3 4 5 6 7 8,Kelly Brogan MD,Assessments of prevalence pre and post vaccine introduction,5 - The source is fully reliable,""
ATEZ9499929P,faa987ee-ad30-4fb3-9aaa-bf7b1fa136b5,d7e06ee3-5ee3-4a0e-a5e0-1f85aedbfcc4,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",5 - The source is fully reliable,""
ATEZ9499929P,f26b5014-5b56-4dcd-a57a-0a28fc8baf7d,9963f148-858b-4c75-b4b6-7871d1778548,reasonable-hank_20170912T094538.conll.annot,27,357,reasonable hank,Tommey,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,fd4e7d10-ea88-440c-8d30-7f7d386803aa,925c7383-984b-4554-bf76-442331552608,State-of-Health_20160131T151029.conll.annot,22,1,State of Health,Majumder,3 - The source is potentially reliable,""
DQF4H44Q9Y7G,faa987ee-ad30-4fb3-9aaa-bf7b1fa136b5,87fb505f-992e-4c69-8fb7-a1f7ec223f42,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",3 - The source is potentially reliable,""
CP3ZZJMQTTK6,f7c5433d-932f-48c9-afd2-5543718466fe,3b7f939c-31bd-4a8e-bfc6-afb18e10e966,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,4 - The source is somewhat reliable,""
N7P6PRKRJCTQ,faa987ee-ad30-4fb3-9aaa-bf7b1fa136b5,565ddc19-e08a-4392-95b0-4031dd369526,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",5 - The source is fully reliable,""
DQF4H44Q9Y7G,fc4bfadb-2f28-4cac-a89e-7f1512ef32ff,f5abbaed-c68c-433c-9dc0-d964efddd046,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,2 - The source is somewhat unreliable,""
XKEQPPFJWHY9,faa987ee-ad30-4fb3-9aaa-bf7b1fa136b5,d37a54c0-a9f2-4d2e-b8f4-62b23a6ae9c5,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",5 - The source is fully reliable,""
HQ9C62JNTQAD,f4d91388-4c46-46e6-9bc8-c042ab004b7f,25aaf6bd-fb4b-42ca-8bcc-0676709da891,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,""
ATEZ9499929P,f9375ed0-0002-45ae-b357-09fbe0ac9e69,00448925-580a-4486-ac44-be698f267675,Global-Freedom-Movement_20170830T214655.conll.annot,50,1 2 3 4 5,Global Freedom Movement,Much of the mainstream media,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,ffa87910-146b-4235-92ec-2367e24dd3b5,0ae6a6fa-0a76-4b79-9842-740307679909,sharylattkisson-com_20171001T192931.conll.annot,11,1 2,sharylattkisson.com,Many Studies,2 - The source is somewhat unreliable,""
DQF4H44Q9Y7G,ffa87910-146b-4235-92ec-2367e24dd3b5,0706ea6b-cf82-4fe6-a198-0d0dbf242576,sharylattkisson-com_20171001T192931.conll.annot,11,1 2,sharylattkisson.com,Many Studies,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f4d91388-4c46-46e6-9bc8-c042ab004b7f,4b35fece-d141-48d6-a197-303d44b11a03,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,""
ATEZ9499929P,f4213540-ac9d-493f-9268-ef6b81ef42b5,6a8f3701-2e77-4dd8-8a6b-775441367b13,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,""
N7P6PRKRJCTQ,fc3fadbe-050a-492b-bc7a-db80102bd1e5,ed8a9df1-e4b9-44d5-905c-cd0d40b2f3cd,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,1 - The source is totally unreliable,""
DQF4H44Q9Y7G,f924819d-08df-49c1-823d-9afc39d6a84b,87727924-8628-4b64-a887-5997a4204fed,Kelly-Brogan-MD_20170813T110455.conll.annot,19,1 2 3 4 5 6 7 8,Kelly Brogan MD,Assessments of prevalence pre and post vaccine introduction,3 - The source is potentially reliable,""
HQ9C62JNTQAD,f9375ed0-0002-45ae-b357-09fbe0ac9e69,21b37bb4-583a-4328-9f70-ac527922a09c,Global-Freedom-Movement_20170830T214655.conll.annot,50,1 2 3 4 5,Global Freedom Movement,Much of the mainstream media,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,fc4bfadb-2f28-4cac-a89e-7f1512ef32ff,8e5d03ee-2cb4-421c-aa16-b343aa094587,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,4 - The source is somewhat reliable,""
DQF4H44Q9Y7G,f26b5014-5b56-4dcd-a57a-0a28fc8baf7d,03694b21-49fe-49af-8285-3e3c800d768a,reasonable-hank_20170912T094538.conll.annot,27,357,reasonable hank,Tommey,1 - The source is totally unreliable,""
N7P6PRKRJCTQ,fd587e51-cffa-4b17-a0fa-4d9b1fcf0c39,2dd1fc82-a1d8-41b9-ba90-ec3ad9e533c3,thinktwice-com_20170627T191857.conll.annot,420,13,www.thinktwice.com,authorities,1 - The source is totally unreliable,""
ATEZ9499929P,f24d1de4-83ed-4b60-977d-f8afcfba1be0,dbb51f32-7a1a-4b7b-b7b3-41e87eff6d1b,news-nationalgeographic-com_20161231T161535.conll.annot,16,9,news.nationalgeographic.com,officials,3 - The source is potentially reliable,""
ATEZ9499929P,f349c69c-95c6-4620-b981-257792499491,1f70a8e4-d278-4d61-b3ea-a71ed2b6c3a9,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,""
ATEZ9499929P,f4d91388-4c46-46e6-9bc8-c042ab004b7f,df424eb7-d570-4e6f-89fc-90b564b21e9a,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,3 - The source is potentially reliable,""
XKEQPPFJWHY9,f77caf56-7e9b-4712-8ee9-aa9b527fc54b,2611ca77-9b58-494c-9c00-f7c8b04910c8,fodors-com_20161027T194550.conll.annot,15,1 2,www.fodors.com,Your doctor,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,fea69816-66e3-4edf-81bd-cc96c8c0e600,c4ecd93b-fd62-4a17-b043-e24c2cc491e0,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,22,1 2,Banning-Beaumont CA Patch,The CDC,5 - The source is fully reliable,""
CP3ZZJMQTTK6,f34e03c5-7033-48ae-992d-8410f97d6d30,9262a27b-175b-4668-abac-657127d0c8e6,WIRED_20170525T041726.conll.annot,29,10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,WIRED,"Cristina Cassetti , program officer at the National Institute of Allergy and Infectious Diseases ,",1 - The source is totally unreliable,""
DQF4H44Q9Y7G,fb5020f1-5176-4e27-9fa1-6505f558ff0a,20461275-99ea-4fca-aa67-1666ebe164cf,WebMD_20160925T143503.conll.annot,14,1,WebMD,Offit,3 - The source is potentially reliable,""
DQF4H44Q9Y7G,fea69816-66e3-4edf-81bd-cc96c8c0e600,d5af784c-19ac-48a5-9449-208756df6bee,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,22,1 2,Banning-Beaumont CA Patch,The CDC,5 - The source is fully reliable,""
HQ9C62JNTQAD,f2215939-ab50-4d75-83bd-7c103e685568,5cf0bae3-76cc-469e-ac60-3e0f5da753e2,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,""
64AFFXCKWR7N,f991af84-7d68-4b81-b965-81b0c5365bb6,29c99ece-536e-4c1c-bf0f-2c70bb2b7abb,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,155,1 2,Stop Mandatory Vaccination,Scarlet Howell,2 - The source is somewhat unreliable,""
DQF4H44Q9Y7G,fde35910-cf2a-47dd-a1cf-1677ac58cd7f,21434b31-02d8-4a39-90f6-d476c2772aac,Science-News_20170517T164904.conll.annot,138,11 12 13 14 15 16 17,Science News,"Margaret Chan , WHO ’s director-general ,",5 - The source is fully reliable,""
N7P6PRKRJCTQ,fde35910-cf2a-47dd-a1cf-1677ac58cd7f,d065034b-7f42-4ec1-9223-2e6b98cefe18,Science-News_20170517T164904.conll.annot,138,11 12 13 14 15 16 17,Science News,"Margaret Chan , WHO ’s director-general ,",4 - The source is somewhat reliable,""
DQF4H44Q9Y7G,f9375ed0-0002-45ae-b357-09fbe0ac9e69,23a7c41c-2239-418c-b320-a0b3b97f21b3,Global-Freedom-Movement_20170830T214655.conll.annot,50,1 2 3 4 5,Global Freedom Movement,Much of the mainstream media,3 - The source is potentially reliable,""
CP3ZZJMQTTK6,f4213540-ac9d-493f-9268-ef6b81ef42b5,dc9f24e1-014e-433d-8f9c-e06ebb84d528,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,3 - The source is potentially reliable,""
XKEQPPFJWHY9,f6c24134-cb83-4f7a-bda8-ca221a65f73f,91822432-eaea-4dbf-91af-0d12d6b58dd0,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,""
DQF4H44Q9Y7G,fcceea73-6972-4f47-8895-6ada8b32dbe5,c7d00e07-1999-4641-91b4-d8759a43854f,Modern-Alternative-Health_20170627T011209.conll.annot,7,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,Modern Alternative Health,"Your pediatrician and his handy marketing piece , the Vaccine Information Statement ( VIS ) ,",4 - The source is somewhat reliable,""
64AFFXCKWR7N,f6c24134-cb83-4f7a-bda8-ca221a65f73f,778955cb-33c7-4a82-bea2-41ac4947ac6c,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,""
DQF4H44Q9Y7G,fd587e51-cffa-4b17-a0fa-4d9b1fcf0c39,f40c775a-e3c1-4010-aa9e-b5e0b71e335f,thinktwice-com_20170627T191857.conll.annot,420,13,www.thinktwice.com,authorities,3 - The source is potentially reliable,""
N7P6PRKRJCTQ,f9375ed0-0002-45ae-b357-09fbe0ac9e69,e4847e91-fc7d-4d57-ab3d-a928d2ad004b,Global-Freedom-Movement_20170830T214655.conll.annot,50,1 2 3 4 5,Global Freedom Movement,Much of the mainstream media,1 - The source is totally unreliable,""
DQF4H44Q9Y7G,ef5fde58-e1d7-435a-b546-3ebb7b612427,32bfa34c-f879-42fb-948e-6e6cb9060c9d,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,""
DQF4H44Q9Y7G,f2924a1f-cd94-4e3f-b267-270f472c6c84,dbdd860b-b9b4-4be7-b900-28024a0ff99a,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,""
KYCREDER4Y7Y,f349c69c-95c6-4620-b981-257792499491,912f8465-fd22-4693-8e44-3d9d7390ce6a,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,""
64AFFXCKWR7N,fa2ae5ba-b716-4c16-83e5-80579933ebaf,8f85bdc8-5639-49af-a462-59c232948ae5,AGE-OF-AUTISM_20170620T044415.conll.annot,268,16 17,AGE OF AUTISM,the complaint,2 - The source is somewhat unreliable,""
N7P6PRKRJCTQ,f6c24134-cb83-4f7a-bda8-ca221a65f73f,bd29b89a-bf21-4fe5-bd8a-14ca3f7b5e4c,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,""
