number_of_responses,task_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Agreement %: What is your perceived reliability of this source of information?,Optional Comments:
7,ef2355f6-4ede-4dde-bb79-cdbb51fd6045,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,1 - The source is totally unreliable,0.29,""
7,f0bc2ec3-4258-4de8-9c99-ecc75e6bbe3b,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,4 - The source is somewhat reliable,0.43,""
7,f7b781d1-7936-4594-a238-74f057a3140b,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.29,""
7,ecce30ce-cc30-4a38-88e6-38d0e54af769,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.43,""
7,ee246593-d479-42f8-b952-5a942732367c,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",5 - The source is fully reliable,0.43,""
7,f0cffd29-8b0a-4d00-9181-a7ee6204fc19,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,3 - The source is potentially reliable,0.43,""
7,ecc1e332-da7a-44aa-bcef-d8259bb05e31,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.71,""
7,ed42e6f8-4017-4cfa-b668-7b2203175cf8,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,2 - The source is somewhat unreliable,0.57,""
7,ea3f686f-835c-4289-9e29-e3ec7623309a,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,2 - The source is somewhat unreliable,0.57,""
7,ea907aba-1a16-47ea-b95d-663214920405,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,5 - The source is fully reliable,0.57,""
7,ee025a81-b316-44f3-9d19-07edb7548ed7,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",4 - The source is somewhat reliable,0.29,""
7,ea4f6050-d524-4344-a136-a87aa42f97ab,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",3 - The source is potentially reliable,0.43,""
7,eecc7926-c182-4edf-a5e4-b402a3d29380,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",3 - The source is potentially reliable,0.43,""
7,e3752caa-1e5b-4294-8ffa-a109c15d7746,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,3 - The source is potentially reliable,0.43,""
7,eb36d1d0-f3c3-4d6e-8530-d6220ff2b4c2,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,2 - The source is somewhat unreliable,0.43,""
7,e9014ee9-cbf7-4a9b-ae8e-e01fd6376f41,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.43,""
7,e926e094-4fb8-433e-8fc5-6aa86ec8f6f1,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,0.57,""
7,ec53779d-1bdb-497e-8df0-5ae13f6ad80d,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,2 - The source is somewhat unreliable,0.71,""
7,e4c9abd1-ab8c-4264-996f-d5596370dad5,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.57,""
7,e8ddb82c-5c2e-4064-81a2-ad0839600782,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.71,""
7,df952ef6-b041-4a08-9a7c-f4ffc28069ab,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.43,""
7,e37eac52-979e-4e96-9676-6e5b20e7b28b,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,2 - The source is somewhat unreliable,0.43,""
7,e7a9155b-bac5-4af7-88d5-d3650aadf542,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.57,""
7,e9bd2dc9-01bd-4a11-85a0-4781e5bdfb1b,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,5 - The source is fully reliable,0.29,""
7,e7dd1fea-e705-4e33-97cd-784ff174cabb,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.43,""
7,e4b82d9a-d30b-4a59-aabf-b10356cd3136,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,3 - The source is potentially reliable,0.71,""
7,e5999f90-6c39-4a1b-8cf2-db33fed16cec,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,0.43,""
7,e7ab8afb-9335-43f1-b4c1-cf33371c23a1,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,2 - The source is somewhat unreliable,0.43,""
7,e28ccd0c-b917-4ab4-baa8-ae2ffbc8fc7a,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,e2dcb092-a034-4551-a9fe-866beb595c41,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,4 - The source is somewhat reliable,0.43,""
7,e052d443-176c-46af-9382-946daf761810,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,3 - The source is potentially reliable,0.57,""
7,df13d94e-9665-4a90-bb28-1948fe3325bc,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,2 - The source is somewhat unreliable,0.29,""
7,de6593bc-810b-4506-9090-0c9589dd41b9,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,1 - The source is totally unreliable,0.43,""
7,e14a522f-3833-4f29-b689-c9435cebb05e,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,3 - The source is potentially reliable,0.43,""
7,e076008c-c7fb-4cf0-bf0d-3255893fe17e,Variety_20170614T212541.conll.annot,26,10,Variety,researchers,3 - The source is potentially reliable,0.57,""
7,dc965723-db5a-4bf5-98c7-b4b594b9cf07,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.57,""
7,def437dc-e5eb-4db5-a7d1-7cbaee3680d3,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",3 - The source is potentially reliable,0.57,""
7,e2049dc2-ebd7-4941-95c1-873b951148a5,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.71,""
7,e05d5d55-745e-4955-9719-8c4f388e6c03,cdc-gov_20170614T145809.conll.annot,26,13 14 15 16 17,www.cdc.gov,29 ( 43 % ),I don't know.,0.43,""
7,de512664-9ed0-49b4-b207-58e4f4748e0b,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,2 - The source is somewhat unreliable,0.43,""
7,df3e87a9-c8ee-4d50-b6b2-f26e6534fac1,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.71,""
7,9e6de7f2-aa90-494c-a29d-b9e44bb29943,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,3 - The source is potentially reliable,0.43,""
7,df946235-0023-484f-a752-ca36a788a4f9,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,2 - The source is somewhat unreliable,0.43,""
7,df13a2cd-50c9-47a8-8248-869782f010f6,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,5 - The source is fully reliable,0.57,""
7,de426b42-227b-4cca-b01f-65e61f01a455,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.43,""
7,df79d7f8-6714-41f8-af8f-41c25aab4aa8,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,0.57,""
7,dc779a83-41ec-46d0-a2ba-10c83962fcbb,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.43,""
7,9ba09ad3-e264-4c4e-b209-7162fd8409b3,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,3 - The source is potentially reliable,0.86,""
7,89bf73f0-d853-4062-9639-98b420563ba0,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.86,""
7,d8326772-041a-49bc-8bb4-2ed29bb47a9c,NaturalNews_20170706T012448.conll.annot,7,1 2 3 4 5,NaturalNews,The esteemed Johns Hopkins Hospital,5 - The source is fully reliable,0.29,""
7,ddddd54c-de92-4705-833b-9c04bf374831,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.71,""
7,dbcfa1a6-7d22-4737-991c-6ebc69eb93c1,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.43,""
7,da4b3aa7-78a9-4d1b-84ed-d31127871961,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,38,1,vk.ovg.ox.ac.uk,Sister,3 - The source is potentially reliable,0.29,""
7,d92f892c-3352-4993-ae4a-e63ea977c0d9,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,2 - The source is somewhat unreliable,0.57,""
7,d95846a8-a856-4c79-8cc4-c3bdf9762bb3,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.71,""
7,dcf0389e-674e-4e46-87e3-b45e3a9100b0,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.43,""
7,d6fe72ef-6106-45c8-bdbf-0f9f62960d17,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.57,""
7,dc17b82a-71ed-44b6-bfed-2321050711ce,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,3 - The source is potentially reliable,0.57,""
7,d95ca66d-e63d-4920-ae3e-af4a4ce4e1cb,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",4 - The source is somewhat reliable,0.43,""
7,d67716d6-6812-4699-bde4-29d2d167f9fe,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,1 - The source is totally unreliable,0.43,""
7,d17ef6c7-0c33-4e57-bcf9-a62ceffac7e2,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,0.43,""
7,cf809937-8ae5-43b2-b2e5-f017ad6ec688,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.57,""
7,cfed2cea-3054-499d-b4d8-537984e1a32b,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",3 - The source is potentially reliable,0.57,""
7,d2267ced-2e6c-437b-beda-b351cb3a0dd1,National-Vaccine-Information-Center-(NVIC)_20170701T193111.conll.annot,37,1 2 3,National Vaccine Information Center (NVIC),Some observational studies,3 - The source is potentially reliable,0.43,""
7,d4f79473-0331-4ef8-bfbf-1497fcda9693,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",4 - The source is somewhat reliable,0.43,""
7,d4a73fe4-7c23-4b7c-ae6c-a010f6b3ee9b,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.57,""
7,d069ada3-32a7-4c5c-abd5-6531684b0a3c,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,0.57,""
7,d538bcaf-1c01-42fd-948e-5a235a2fcedc,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,2 - The source is somewhat unreliable,0.43,""
7,d85b2f2c-2be5-4533-8b07-35743ae899b2,NaturalNews_20170706T012448.conll.annot,7,1 2 3 4 5,NaturalNews,The esteemed Johns Hopkins Hospital,5 - The source is fully reliable,0.43,""
7,cb1abb33-a44e-49c6-a6d6-a745536b6a4c,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,3 - The source is potentially reliable,0.43,""
7,cd583773-1ab1-4a33-bf95-16fffd134762,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",3 - The source is potentially reliable,0.57,""
7,c4301163-ffac-45ae-b164-21fec7debf1f,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",5 - The source is fully reliable,0.43,""
7,c61a712f-b0c5-459c-858f-e03affbe31fe,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,3 - The source is potentially reliable,0.57,""
7,cd5c82c7-edb9-42a2-9b75-001a127287a6,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,2 - The source is somewhat unreliable,0.29,""
7,d0e0e6c9-ff77-4311-8ace-4e1c3ad1e571,Variety_20170614T212541.conll.annot,26,10,Variety,researchers,3 - The source is potentially reliable,0.71,""
7,cf5f40f2-56d3-4b1e-ac4e-4bb6d2d8c037,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,3 - The source is potentially reliable,0.43,""
7,c48d401c-cda1-471a-bf99-2748ed80a8b9,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,2 - The source is somewhat unreliable,0.43,""
7,c895bfb6-dc24-49db-beb5-9632e19db18d,cdc-gov_20170614T145809.conll.annot,26,13 14 15 16 17,www.cdc.gov,29 ( 43 % ),I don't know.,0.43,""
7,c14a2eff-d803-4668-bb0a-e6c2eab5829c,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.43,""
7,c8d1a6b5-b223-432a-bc76-7786ded52381,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.86,""
7,c2d09923-0a6b-4db1-8f45-a29a246faa33,cdc-gov_20170614T145809.conll.annot,26,13 14 15 16 17,www.cdc.gov,29 ( 43 % ),5 - The source is fully reliable,0.43,""
7,cadc88a2-48c0-4ff7-a69c-e2a69603453d,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,3 - The source is potentially reliable,0.57,""
7,bb99d906-0997-448c-8193-e9ed3a24e3b5,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,2 - The source is somewhat unreliable,0.57,""
7,c18ecd3e-1ade-4cdc-8dad-ac9f103efd1a,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.57,""
7,bff2c8ca-cd2a-4412-aca1-419230391007,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",I don't know.,0.57,""
7,c1f60097-ab6d-424a-94f2-f9c7b9490b4b,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,1 - The source is totally unreliable,0.43,""
7,bbd0c63f-c952-4859-b4e3-8cc33b56266f,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,2 - The source is somewhat unreliable,0.43,""
7,c3a52960-7291-43ad-a8ad-b0b8f5abd427,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.57,""
7,befeada3-9e1f-4197-8999-135808f66d2f,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,2 - The source is somewhat unreliable,0.29,""
7,bb539009-b542-42ab-931c-b94d947e27ff,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,3 - The source is potentially reliable,0.29,""
7,ba7f8ff3-dda2-41f8-afe4-87884a10fce0,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.43,""
7,c09d7a46-4ffb-4b00-9cd3-3463a0978368,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",3 - The source is potentially reliable,0.57,""
7,ba2201da-6c5b-47ec-aa0a-7f85eb673adc,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,2 - The source is somewhat unreliable,0.29,""
7,c09b9529-edf6-42a5-b679-f64b0e164daa,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.86,""
